title,content,category,predicted_clean
US to rule on Yukos refuge call," Yukos has said a US bankruptcy court will decide whether to block Russia's impending auction of its main production arm on Thursday.  The Russian oil firm has filed for bankruptcy protection in the US in an attempt to halt the forced sale. However, Judge Letitia Clark said the hearing would continue on Thursday when arguments in the case would be heard. Russian authorities are due to auction off Yuganskneftegas on 19 December to pay a huge tax bill sent to Yukos.  Russian prosecutors are forcing the sale of the firm's most lucrative asset Yuganskneftegas to help pay a $27bn (£14bn) back tax bill, which they claim is owed by Yukos.  Filing for bankruptcy protection in the US was ""a last resort to preserve the rights of our shareholders, employees and customers,"" said Yukos chief executive Steven Theede. The company added it had opted to take action through American courts as US bankruptcy law gives worldwide jurisdiction over a debtor company's property and because it was seeking a judiciary willing to protect the value of shareholders' investments. However, as the firm is based in Russia and has no significant US assets, lawyers are unsure of the outcome of the case. ""We are here to stop 60% of our body from being cut off on Sunday,"" Zack Clement, a lawyer for Yukos, told Judge Clark in an emergency hearing in Houston, Texas, on Wednesday. As well as the bid to get Chapter 11 bankruptcy - which protects firms from creditors, allowing them to continue trading as they restructure their finances - the group also made a claim for damages against the Russian government. Yukos asked the Houston court to order Russia to arbitration so that it can press claims for billions of dollars in damages over a ""campaign of illegal, discriminatory and disproportionate"" tax claims. Mr Clement said that under Russian law, the Russian government was obliged to enter into arbitration as set out in international law.  He added that the opening bid for the firm's Yuganskneftgas unit was $8bn - less than half of the $20bn that Yukos advisers say it is worth. ""We believe the only significant bidder at the auction on Sunday is Gazprom,"" he said, referring to Russia's natural gas giant. Yukos maintains that the forced auction is illegal and ""will cause the company to suffer immediate and irreparable harm."" Many commentators believe the Russian government's aggressive pursuit of Yukos is a politically-motivated response to the political ambitions of its former chief executive, Mikhail Khodorkovsky. Mr Khodorkovsky, who had funded liberal opposition groups, was arrested in October last year on fraud and tax evasion charges and is still in jail Analysts believe that if its production unit is auctioned off, it is likely to be bought up by a government-backed firm, like Gazprom, effectively bringing a large chunk of Russia's lucrative oil and gas industry back under state control. ",business,politics
Ray DVD beats box office takings," Oscar-nominated film biopic Ray has surpassed its US box office takings with a combined tally of $80m (£43m) from DVD and video sales and rentals.  Ray's success on DVD outstripped its $74m (£40m) US box office total, earning more than $40m (£22m) on the first day of the DVD's release alone. Ray has been nominated in six Oscar categories including best film and best actor for Jamie Foxx. The film recounts the life of blues singer Ray Charles, who died in 2004. In its first week on home entertainment release the film was the number one selling DVD, with the limited edition version coming in at number 11. Sony horror film The Grudge, starring Michelle Gellar, was the US' second best-selling DVD, with Jennifer Lopez and Richard Gere's romantic comedy Shall We Dance? at number three. Foxx's critically acclaimed performance as Ray has already earned him a Screen Actors Guild Award for best actor, as well as a prestigious Golden Globe. Ray director Taylor Hackford, responsible for the classic 1982 film An Officer and a Gentleman, has also received an Oscar nomination in the best director category. The film's three other Oscar nominations are for costume, film editing and sound mixing. ",entertainment,entertainment
Adriano's Chelsea link rejected," Adriano's agent Gilmar Rinaldi has insisted that he has had no contact with Chelsea over the striker.  Chelsea were reported to have made inquiries about Inter Milan's 22-year-old Brazilian star. Rinaldi told BBC Sport from Rio de Janeiro: ""I can assure you that Chelsea have had no dealings whatsoever with either me or Adriano. ""Parma and Real Madrid are interested but there's nothing new there. Their interest has been known for some time."" Adriano has scored 14 goals in 20 Serie A appearances this season. And Chelsea boss Jose Mourinho had claimed that he was in Milan talking to Adriano on the day he is alleged to have held a clandestine meeting with Arsenal defender Ashley Cole. Mourinho said he was ""just practising my Portuguese with him because I don't need strikers"". Rinaldi told BBC Sport: ""I have to say that nobody from Chelsea or any other London club has contacted me. ""If they want to, that's fine. I can tell them what the situation is. ""If Chelsea are interested then they must make an offer."" Inter are reported to have slapped a price tag in the region of £40m on the head of Adriano, who joined them just over a year ago from Parma. Real Madrid view him as a natural replacement for compatriot Ronaldo. But Rinaldi said: ""I cannot give you a price that Inter would accept for Adriano. That's something that would have to be negotiated between the interested clubs."" ",sport,sport
Weak end-of-year sales hit Next," Next has said its annual profit will be £5m lower than previously expected because its end-of-year clearance sale has proved disappointing.  ""Clearance rates in our end-of-season sale have been below our expectations,"" the company said. The High Street retailer said it now expected to report annual profits of between £415m and £425m ($779m-798m). Next's shares fell more than 3% following the release of the trading statement.  Next chief executive Simon Wolfson admitted that festive sales were ""below where we would expect a normal Christmas to be"", but said sales should still top analyst expectations.  Among areas where Next could have done better, Mr Wolfson said menswear ranges were ""a little bit too similar to the previous year"". Mr Wolfson also said that disappointing pre-Christmas sales were ""more to do with the fact that we went in with too much stock rather than (the fact that) demand wasn't there for the stock"". Next's like-for-like store sales in the five months from 3 August to 24 December were up 2.9% on a year earlier. This figure is for existing Next stores, which were unaffected by new Next store openings. Like-for-like sales growth at the 49 Next stores directly affected by new store openings in their locality was 0.5%.  Overall sales across both its retail and mail order divisions were up 12.4%, Next said. Its Next Directory mail order division saw sales rise 13.4% during the five-month period. ""In terms of all the worries about their trading pre-Christmas, it's a result,"" said Nick Bubb, an analyst at Evolution Securities. ""Profits of around £420m would be well within the comfort zone."" However, one dealer, who asked not to be named, told Reuters the seasonal sales performance was ""not what people had hoped for"". ""Christmas has been tough for the whole sector, and this is one of the best retailers,"" he said. Next's trading statement comes a day after House of Fraser and Woolworths disappointed investors with their figures. ",business,business
Howl helps boost Japan's cinemas," Japan's box office received a 3.8% boost last year, with ticket sales worth 211bn yen (£1.08bn).  The surge was led by animated movie Howl's Moving Castle, which took 20bn yen (£102m) to become the biggest film in Japan in 2004. It is expected to match the 30.7bn yen (£157m) record of Hayao Miyazaki's previous film Spirited Away. Japan Motion Picture Producers figures showed that 170 million cinema admissions were made in Japan in 2004. The Last Samurai, starring Tom Cruise, was the biggest foreign movie hit in Japan last year, taking 13.8bn yen (£70.7m).  It was followed by Harry Potter and the Prisoner of Azkaban, Finding Nemo and The Lord of the Rings: The Return of the King. The second highest-grossing Japanese film was romantic drama Crying Out Love in the Centre of the World, followed by Be With You and Pocket Monsters Advanced Generation. Japanese films accounted for 37.5% of Japan's box office total last year, with foreign films taking the remaining 62.5%. This represented a 4.5% gain for the proportion of Japanese films in 2004 compared to 2003. The number of Japanese films released rose to 310 in 2004 from 287 the previous year. Sales of movies on DVD and video amounted to 497bn yen (£2.54bn) for the year. ",entertainment,entertainment
Ailing EuroDisney vows turnaround," EuroDisney, the European home of Mickey Mouse and friends, has said it will sell 253m euros (£175m; $328m) of new shares as it looks to avoid insolvency.  The sale is the last part of a plan to restructure 2.4bn euros-worth of debts. Despite struggling since it was opened in 1992, EuroDisney has recently made progress in turning its business around and ticket sales have picked up. However, analysts still question whether it attracts enough visitors to stay open, even with the restructuring.  EuroDisney remains Europe's largest single tourist attraction, attracting some 12.4 million visitors annually. A new attraction - Walt Disney Studios - has recently opened its site near Paris. The company's currently traded stock tumbled in Paris on the latest news, shedding 15% to 22 euro cents. EuroDisney will sell the new shares priced at 9 euros cents each. The US Disney Corporation and Saudi Arabian prince Al-Walid bin Talal, the firm's two main shareholders, will buy the new stock. The restructuring deal is the second in the firm's troubled financial history; its finances were first reorganised in 1994. ",business,business
Microsoft launches its own search," Microsoft has unveiled the finished version of its home-grown search engine.  The now formally launched MSN search site takes the training wheels off the test version unveiled in November 2003. The revamped engine indexes more pages than before, can give direct answers to factual questions, and features tools to help people create detailed queries. Microsoft faces challenges establishing itself as a serious search site because of the intense competition for queries.  Google still reigns supreme as the site people turn to most often when they go online to answer a query, keep up with news or search for images. But in the last year Google has faced greater competition than ever for users as old rivals, such as Yahoo and Microsoft, and new entrants such as Amazon and Blinkx, try to grab some of the searching audience for themselves. This renewed interest has come about because of the realisation that many of the things people do online begin with a search for information - be it for a particular web page, recipe, book, gadget, news story, image or anything else. Microsoft is keen to make its home-grown search engine a significant rival to Google. To generate its corpus of data, Microsoft has indexed 5 billion webpages and claims to update its document index every two days - more often than rivals. The Microsoft search engine can also answer specific queries directly rather than send people to a page that might contain the answer.  For its direct answer feature, Microsoft is calling on its Encarta encyclopaedia to provide answers to questions about definitions, facts, calculations, conversions and solutions to equations. Tony Macklin, director of product at Ask Jeeves, pointed out that its search engine has been answering specific queries this way since April 2003. ""The major search providers have moved beyond delivering only algorithmic search, so in many ways Microsoft is following the market,"" he said. Tools sitting alongside the MSN search engine allow users to refine results to specific websites, countries, regions or languages. Microsoft is also using so-called ""graphic equalisers"" that let people adjust the relevance of terms to get results that are more up-to-date or more popular. The company said that user feedback from earlier test versions had been used to refine the workings of the finished system. The test, or beta, version of the MSN search engine unveiled in November had a few teething troubles. On its first day many new users keen to try it were greeted with a page that said the site had been overwhelmed. ",tech,tech
Rock group Korn's guitarist quits," The guitarist with US rock band Korn has quit the music business, saying he made the decision after experiencing a religious awakening.  Brian 'Head' Welch told a radio station in California that his bandmates respected his decision to leave. A replacement guitarist has yet to be named by Korn, who are currently at work on their eighth studio album. Welch added that he would appear at a church in Bakersfield to explain how he ""got to this place in life"". The remaining members of Korn, who are known for their hardcore brand of rock, said they hoped Welch ""finds the happiness he is looking for"".  The 34-year-old made reference to the band's aggressive brand of music and its young fans in his parting statement. ""Anger is a good thing, and if kids want to listen to Korn, good, but there's happiness after the anger,"" he told his local radio station in Bakersfield. ""I'm going to show it through my actions, how much I love my fans,"" added Welch. Korn have enjoyed a moderate degree of chart success in the UK, with 10 singles breaking into the Top 40. Their best performance to date in the UK has been 2002's Here To Stay, which reached number 12, while their album Untouchables, released in the same year, made it to number four. ",entertainment,entertainment
Troubled Marsh under SEC scrutiny," The US stock market regulator is investigating troubled insurance broker Marsh & McLennan's shareholder transactions, the firm has said.  The Securities and Exchange Commission has asked for information about transactions involving holders of 5% or more of the firm's shares. Marsh has said it is co-operating fully with the SEC investigation. Marsh is also the focus of an inquiry the New York attorney-general into whether insurers rigged the market. Since that inquiry was launched in October, Marsh has replaced its chief executive and held a boardroom shake-out to meet criticism by lessening the number of company executives on the board. Prosecutors allege that Marsh - the world's biggest insurance broker - and other US insurance firms may have fixed bids for corporate cover. This is the issue at the heart of the inquiry by New York's top law officer, Eliot Spitzer, and a separate prosecution of five insurers by the State of California. The SEC's investigation into so-called related party transactions includes dealings in the Trident Funds, managed by MMC Capital, the company's private equity firm. Marsh's new chief executive, Michael Cherkasky, is trying to negotiate a settlement with Mr Spitzer. Mr Spitzer has built up a reputation as a fierce critic and campaigner against corporate America's misdeeds.  The uncertainty unleashed by the scandal has prompted three credit rating agencies - Standard & Poor's, Moody's and Fitch - to downgrade Marsh in recent weeks. According to the Financial Times, insurance analysts are now questioning whether Marsh will be able to maintain its strong record of earning growth as they draw up forecasts for the first quarter of next year. Doubts also exist over how much the company may have to pay regulators and lawyers to put the scandal behind. ",business,politics
Campaigners attack MTV 'sleaze'," MTV has been criticised for ""incessant sleaze"" by television indecency campaigners in the US.  The Parents Television Council (PTC), which monitors violence and sex on TV, said the cable music channel offered the ""cheapest form"" of programming. The group is at the forefront of a vociferous campaign to clean up American television. But a spokeswoman for MTV said it was ""unfair and inaccurate"" to single out MTV for criticism.  The PTC monitored MTV's output for 171 hours from 20 March to 27 March 2004, during the channel's Spring Break coverage. In its report - MTV Smut Peddlers: Targeting Kids with Sex, Drugs and Alcohol - the PTC said it witnessed 3,056 flashes of nudity or sexual situations and 2,881 verbal references to sex. Brent Bozell, PTC president and conservative activist said: ""MTV is blatantly selling raunchy sex to kids. ""Compared to broadcast television programmes aimed at adults, MTV's programming contains substantially more sex, foul language and violence - and MTV's shows are aimed at children as young as 12. ""There's no question that TV influences the attitudes and perceptions of young viewers, and MTV is deliberately marketing its raunch to millions of innocent children.""  The watchdog decided to look at MTV's programmes after Janet Jackson's infamous ""wardrobe malfunction"" at last year's Super Bowl. The breast-baring incident generated 500,000 complaints and CBS - which is owned by the same parent company as MTV - was quick to apologise. MTV spokeswoman Jeannie Kedas said the network follows the same standards as broadcasters and reflects the culture and what its viewers are interested in. ""It's unfair and inaccurate to paint MTV with that brush of irresponsibility,"" she said. ""We think it's underestimating young people's intellect and level of sophistication."" Ms Kedas also highlighted the fact MTV won an award in 2004 for the Fight for Your Rights series that focused on issues such as sexual health and tolerance. ",entertainment,entertainment
Australia rates at four year high," Australia is raising its benchmark interest rate to its highest level in four years despite signs of a slowdown in the country's economy.  The Reserve Bank of Australia lifted interest rates 0.25% to 5.5%, their first upwards move in more than a year. However, shortly after the Bank made its decision, new figures showed a fall in economic growth in the last quarter. The Bank said it had acted to curb inflation but the move was criticised by some analysts.  The rate hike was the first since December 2003 and had been well-flagged in advance. However, opposition parties and some analysts said the move was ill-timed given data showing the Australian economy grew just 0.1% between October and December and 1.5% on an annual basis.  The figures, representing a decline from the 0.2% growth in GDP seen between July and September, were below market expectations. Consumer spending remains strong, however, and the Bank is concerned about growing inflationary pressures. ""Over recent months it has become increasingly clear that remaining spare capacity in the labour and goods markets is becoming rather limited,"" said Ian Macfarlane, Governor of the Reserve Bank.  At 2.6%, inflation remains within the Bank's 2-3% target range. However, exports declined in the second half of 2004, fuelling a rise in the country's current account deficit - the difference in the value of imports compared to exports - to a record Australian dollar 29.4bn. The Australian government said the economy remained strong with unemployment at a near 30 year low. ""The economy has been strong and it is properly moderating but it doesn't look to me like it's slowing in any unreasonable way,"" said Treasurer Peter Costello. Stock markets had factored in the likelihood of a rate rise but analysts still expressed concern about the strength of the economy. ""That 1.5% annual growth rate is the lowest we have seen since the post-election slump we saw back in 2000-1,"" said Michael Blythe, chief economist at the Commonwealth Bank of Australia. ""This suggests the economy really did slow very sharply in the second half of 2004."" ",business,politics
Almagro continues Spanish surge," Unseeded Nicolas Almagro became the fifth Spaniard to reach the last eight at the Buenos Aires Open, ousting eighth seed Mariano Zabaleta.  He showed admirable resolve to win a rain-affected match 6-7 6-4 6-4. Compatriot and seventh seed Rafael Nadal also reached the last eight, beating Italian Potito Starace 6-1 6-3. Nadal, playing in the outdoor clay event for the first time, hit some powerful forehands to oust Starace in a match delayed over an hour by rain. ""It's always a problem to have to stop for rain but one gets used to it,"" said Spanish teenager Nadal. ""Luckily, I was able to keep my pace going throughout the match."" He will now play Gaston Gaudio, who beat unseeded Brazilian Flavio Saretta 6-3 6-2 in the day's late match. ",sport,sport
